,Solubility (M/L),SMILES
708,-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C3CCCC23
709,-3.66,CC(C)(C)c1ccccc1
710,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
711,-4.37,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
712,-0.39,CCCOC
713,-0.55,CC(C)OC(=O)C
715,-2.35,CCOC(=O)c1ccc(O)cc1
716,-5.0710000000000015,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
717,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
718,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
719,-2.266,O=c1[nH]cnc2[nH]ncc12 
720,-1.75,ClC=C
721,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 
723,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 
724,-2.61,O=C1NC(=O)c2ccccc12 
725,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl
726,-1.85,COC(=O)c1ccccc1
727,-0.807,Cn1ccc(=O)[nH]c1=O
728,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 
729,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl 
730,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O
731,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
732,-2.1,C1CC=CC1
733,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)
734,-5.88,CCCCCCCCC
736,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12
738,-3.0,CCOC(=O)C=Cc1ccccc1
739,-2.484,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C
740,-3.499,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O
741,-1.74,Cc1ccc(cc1)S(=O)(=O)N
742,-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C
743,-5.08,CCCCCC(C)C
744,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
745,-3.5380000000000003,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C 
746,-3.754,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23
747,-0.7,CCC(O)C(C)C
748,-2.3,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O 
750,-4.02,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
752,-2.22,Oc1cccc2ccccc12
753,-4.3,C/C1CCCCC1\C
754,-3.638,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O 
755,-7.85,C1Cc2c3c1cccc3cc4c2ccc5ccccc54
756,-5.27,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C
757,-1.45,CCCCCC(=O)C
758,0.54,COP(=O)(NC(C)=O)SC 
759,-5.14,CCCCSP(=O)(SCCCC)SCCCC
760,-2.932,c1cC2C(=O)NC(=O)C2cc1
761,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl 
762,-2.56,CC=C(C)C
763,-3.31,Cc1ccc(C)c(C)c1
764,-2.21,Oc1cc(Cl)c(Cl)cc1Cl
765,-2.78,c1ccc2c(c1)cnc3ccccc23 
766,-0.98,CCCC(C)(O)CC
768,-6.35,c1ccc2cc3ccccc3cc2c1
772,-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
773,-1.17,ClC(Cl)Cl
774,-2.273,Sc1nccc(=O)[nH]1 
775,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1
777,-2.13,CCCCC(CC)C=O
778,-3.0210000000000004,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 
779,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C
780,-8.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45
781,-1.52,CCC(CC)C=O
784,-2.64,Oc1c(Cl)ccc(Cl)c1Cl
785,0.96,NC(=O)N
786,-1.64,CCCC#C
787,-3.54,Brc1cccc(Br)c1
788,-8.4,CCCCCCCCCCCCCCCCCCO
789,-1.33,CC(=O)Nc1ccccc1
790,-2.7,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21
791,0.009000000000000001,c1nccc(C(=O)NN)c1
792,-5.46,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl 
793,-1.52,CC(C)CCOC=O
794,-1.28,CC(=O)c1ccccc1
795,-5.4,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 
796,0.43,CCOP(=O)(OCC)OCC
797,-1.85,CC2(C)C1CCC(C)(C1)C2=O
798,-0.91,COc2cnc1cncnc1n2
799,-5.64,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl 
801,-5.27,c1ccc2c(c1)[nH]c3ccccc32
802,0.7,OCC(O)C(O)CO
803,-2.452,CCCOC(=O)c1ccc(N)cc1
804,0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC
805,0.3,O=C1CCC(=O)N1
806,-4.28,CCC(C)C(C)C
807,-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C 
808,-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
809,-3.68,O2c1ccccc1N(CC)C(=O)c3ccccc23 
811,-3.01,CCCCCC#C
812,-4.314,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O 
813,-7.92,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2
814,-2.32,CCOC(=O)c1ccccc1
815,-2.0,ClCC(C)C
816,-4.3,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C 
817,-4.69,CCCCCCCCCCCC(=O)OC
818,-2.58,CCCSCCC
819,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
820,-3.08,CCCCCBr
821,-3.82,CCCC/C=C/C
822,-1.26,Cc1ncc(N(=O)=O)n1CCO 
823,-6.08,CCCCCC1CCCC1
824,-7.42,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl 
825,-2.148,O=C1NC(=O)NC(=O)C1(CC)C(C)C
827,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1
828,-3.06,O=C2NC(=O)C1(CCCCC1)C(=O)N2
829,-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 
830,-3.19,Cc1ccc(Br)cc1
832,-4.376,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
833,-5.53,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
834,-2.05,Cc1cc(C)c(O)c(C)c1
836,-4.03,Clc1ccc(I)cc1
837,-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl
838,-2.48,CC(C)N(C(=O)CCl)c1ccccc1 
841,-2.8,Cc1ccccc1C
842,0.47,CCC(C)O
844,-4.955,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
845,-8.04,C1c2ccccc2c3cc4ccccc4cc13
846,-0.4,O=C1CNC(=O)N1 
847,-2.59,c1(O)cc(O)ccc1CCCCCC
848,-0.83,C=CCS(=O)SCC=C
849,-5.3820000000000014,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2
850,-7.01,Cc1c(C)c2c3ccccc3ccc2c4ccccc14
851,-4.71,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO
852,-3.93,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 
853,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
854,-3.04,Clc1cccc(Cl)c1
855,-7.15,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
856,-1.01,CC(C)COC=O
857,-2.39,c1ccccc1SC
858,-4.207,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 
860,-0.46,COC(=O)c1cccnc1 
861,-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F
862,-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl 
863,-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
864,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
865,-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24
866,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2
867,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
868,0.51,CCc1ccccn1
869,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
870,-4.345,c1ccc(cc1)c2ccccc2
871,-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl 
872,-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C
873,-0.92,CC(C)CC(C)(C)O
874,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 
875,0.64,OCC1OC(O)(CO)C(O)C1O
877,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1
878,-2.843,CC(=O)Nc1ccc(Cl)cc1
879,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
880,-3.55,CCC(C)(C)C
883,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
884,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
885,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O
887,-3.21,Clc1cccc(Br)c1
888,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl 
889,-1.228,O=C1NC(=O)NC(=O)C1(C)CC
891,-4.08,C(c1ccccc1)c2ccccc2
892,-1.98,CCCCCC(O)CC
893,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O
894,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
895,-1.11,CCCC(C)CO
896,-1.08,CCCCC(C)(C)O
898,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C
899,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
900,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O 
901,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
902,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
903,-0.66,CCOC(=O)CC
904,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1
905,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
906,-4.72,Cc1cc2ccccc2cc1C
907,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl 
908,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl 
909,-0.31,NC(N)=NC#N 
910,-2.0,ClC(Cl)(Cl)N(=O)=O
911,-5.21,Clc1cccc(Cl)c1c2ccccc2 
912,-1.49,COc1ccc(C=O)cc1
913,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O
914,-2.74,CCCCCCC(=O)OCC
915,-1.03,CC(=O)Nc1ccc(O)cc1
916,-2.16,c2ccc1[nH]ncc1c2 
917,-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
918,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 
919,0.46,COC(=O)C
920,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O 
921,-0.59,CCCC(O)C=C
922,-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 
925,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 
926,-0.49,CCCC(C)(C)O
927,-0.972,Nc1nc(=O)[nH]cc1F
928,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC 
929,-1.72,CCCCCC(C)(C)O
930,-5.23,Cc1c(C)c(C)c(C)c(C)c1C
931,-2.22,CC(C)c1ccc(C)cc1O
932,0.02,c2cnc1ncncc1n2
933,-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O
934,-0.9,C
935,-1.04,c2ccc1NCCc1c2 
936,-3.54,O=N(=O)c1cccc2ccccc12
937,-0.67,CCC(C)C(=O)C
938,-3.401,Nc1nc(O)nc2nc[nH]c12 
939,-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 
940,0.26,CN(=O)=O
941,-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
943,-1.52,c2ccc1[nH]ccc1c2
944,-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O
945,-3.23,CCCCC=C
946,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O
948,-2.58,CCCCCCCC(=O)C
950,-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1
951,-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 
952,-3.224,CNC(=O)Oc1cccc2ccccc12
953,0.29,C#C
954,0.38,Cc1cncc(C)c1
955,-2.06,C1C=CCC=C1
956,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
957,-0.92,CC(O)c1ccccc1
959,-2.46,CCCC=C(CC)C=O
960,-4.23,CCOP(=S)(OCC)SCCSCC
961,-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
962,-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl 
963,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
964,-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl
965,-6.6370000000000005,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
966,-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
968,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC 
969,-6.35,CCCCCCCCCCCCCCCO
970,-7.39,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl 
971,-1.742,O=C1NC(=O)NC(=O)C1(C)C
972,-2.09,CC(C)I
973,-3.1,O=N(=O)c1ccccc1N(=O)=O
974,-0.12,CC(C)C(=O)C
975,-8.4,CCCCCCCCCCCCCCCC
976,-1.74,CC12CCC(CC1)C(C)(C)O2
977,-2.07,Cc2cccc3sc1nncn1c23 
978,-2.05,CCCCCCC(=O)C
979,-3.38,CCCCCCCCC(=O)OC
981,-2.676,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13
982,-5.68,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
983,1.1,CCO
984,-2.349,O=C2NC(=O)C1(CCCC1)C(=O)N2
985,-1.83,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
986,-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C 
987,-2.218,CN(C)C(=O)NC1CCCCCCC1
988,-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl
990,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
991,-0.364,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O 
993,-2.49,Cc1ccc(cc1)N(=O)=O
995,-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C
996,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 
997,-2.878,Nc2cnn(c1ccccc1)c(=O)c2Cl
998,0.15,CCC(C)(C)O
999,-0.73,Cc1ccc(O)cc1
1000,0.15,CCOC=O
1002,-5.19,C1CCC2CCCCC2C1
1004,-7.8,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43
1005,-2.54,ClC(=C(Cl)Cl)Cl
1006,-0.28,CCC(=O)CC
1008,-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
1009,-0.8,CCCCC(=O)C
1010,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1
1011,-5.16,CCCCC(C)CC
1013,-2.863,CNC(=O)Oc1ccccc1C(C)C
1014,-3.22,O=C1NCCN1c2ncc(s2)N(=O)=O
1015,-6.68,C1c2ccccc2c3ccc4ccccc4c13
1016,-2.46,COc1ccccc1Cl
1017,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
1018,-5.03,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O
1019,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 
1020,-0.22,COC(=O)C=C
1021,-4.89,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2
1022,-4.45,N(=Nc1ccccc1)c2ccccc2
1023,-3.77,CC(C)c1ccc(C)cc1
1024,-1.79,Oc1c(Cl)cccc1Cl
1025,0.79,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O 
1027,-0.17,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O
1028,-2.111,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O
1030,-5.41,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O
1031,-3.5,Brc1ccccc1Br
1032,-2.34,Oc1c(Cl)cc(Cl)cc1Cl
1033,-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O
1034,-4.799,C2c1ccccc1N(CCF)C(=O)c3ccccc23 
1035,-1.3,CC(C)C(=O)C(C)C
1036,-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
1037,-2.943,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC)
1038,-0.8759999999999999,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
1039,-4.173,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45
1040,-1.38,Cc1ccc(O)cc1C
1041,-3.96,O(c1ccccc1)c2ccccc2
1042,-8.56,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
1043,0.61,NC(=O)c1cccnc1 
1045,-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1
1046,-6.86,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1047,-1.44,CSSC
1048,-0.96,NC(=O)c1ccccc1
1049,-3.19,Clc1ccccc1Br
1050,-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O
1051,-1.47,CCCCC(O)CC
1052,-4.5539999999999985,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 
1053,-1.34,Oc1cc(Cl)cc(Cl)c1
1054,-5.85,Cc1cccc2c1ccc3ccccc32
1055,-2.11,CCCCC(CC)CO
1056,-4.2860000000000005,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
1058,-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl
1059,-3.18,C1CCC=CCC1
1060,-3.9,CN(C)C(=S)SSC(=S)N(C)C 
1061,-3.2460000000000004,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O
1063,-4.23,CCC(C)(C)CC
1064,1.144,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
1065,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
1067,-4.9,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O 
1068,-2.57,CCCC
1069,-1.96,COc1ccccc1O
1070,-4.099,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14
1071,-2.6,ClC(Cl)C(Cl)(Cl)Cl
1072,-2.35,CCOC(=O)c1ccccc1C(=O)OCC
1075,-2.34,ICI
1077,-1.89,CCCCCOC(=O)C
1078,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
1080,-2.74,FC(F)(Cl)C(F)(F)Cl
1082,0.94,CN(C)C(=O)N(C)C 
1083,-4.59,Cc1cc(C)c(C)cc1C
1085,-3.35,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
1086,-3.59,c1ccccc1NC(=O)c2c(O)cccc2
1087,-3.39,CCN(CC)C(=S)SCC(Cl)=C
1088,-1.06,ClCC
1089,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
1090,-3.46,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3
1091,-2.54,CC/C=C\C
1092,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C 
1093,-2.982,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2
1094,-4.24,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
1095,-3.62,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3
1096,-3.12,O=C(c1ccccc1)c2ccccc2
1097,-8.172,CCCCCCCCCCCCCCCCCCCC
1098,-2.92,N(Nc1ccccc1)c2ccccc2 
1099,-1.17,CCC(CC)CO
1101,-1.3,Cl\C=C/Cl
1103,-0.8,CC(C)CC(C)O
1104,-3.928,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 
1106,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
1107,-2.461,Cc1cc(no1)C(=O)NNCc2ccccc2
1108,-1.08,CC=C
1109,-3.953,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
1110,-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 
1111,-5.19,O=C1c2ccccc2C(=O)c3ccccc13
1112,-2.09,CCCCCCC(C)O
1113,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1115,-0.4,O=C1NC(=O)C(=O)N1 
1116,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1117,-3.451,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
1118,-1.21,CC(C)COC(=O)C
1119,-4.36,CC(C)C(C)(C)C
1120,-7.66,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl 
1122,-2.44,Cc1cccc(c1)N(=O)=O
1123,-1.71,FC(F)(F)C(Cl)Br 
1124,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
1125,-3.091,CCSCCSP(=S)(OC)OC
1126,-3.18,CCC(C)C
1127,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
